HSHEET,YEAR,Longitude (Geographic NAD83),Latitude (Geographic NAD83),Longitude (UTM NAD83),Latitude (UTM NAD83),Historical sounding (Mean lower low water),LiDAR elevation (Mean lower low water),Difference = LiDAR - Historical
H08685,1962,156.66272W,21.00787N,742948.8215,2324795.9,-15.7747,-16.73999977,-0.965299771
H08685,1962,156.66958W,21.00073N,742246.2754,2323994.442,-7.7747,-2.857999086,4.916700914
H08685,1962,156.66770W,21.00845N,742429.2974,2324852.439,-15.7747,-18.81599998,-3.041299985
H08685,1962,156.65275W,21.00837N,743984.3654,2324865.804,-11.3747,-11.18400002,0.190699985
H08685,1962,156.67050W,20.99304N,742163.009,2323141.89,-5.5747,-5.787999153,-0.213299153
H08685,1962,156.67295W,20.99332N,741908.0828,2323168.637,-6.6747,-7.122999191,-0.448299191
H08685,1962,156.67005W,20.99378N,742209.2359,2323224.64,-3.3747,-4.184999466,-0.810299466
H08685,1962,156.64113W,21.01483N,745181.8246,2325599.665,-11.7747,-12.80999947,-1.035299466
H08685,1962,156.64441W,21.01519N,744840.3774,2325634.39,-15.7747,-15.9989996,-0.224299596
H08685,1962,156.67039W,20.99466N,742171.7268,2323321.677,-5.1747,-5.787999153,-0.613299153
H08685,1962,156.66932W,21.00320N,742270.0433,2324268.931,-9.5747,-13.45499992,-3.880299924
H08685,1962,156.64987W,21.00871N,744283.0736,2324908.964,-5.9747,-6.293999195,-0.319299195
H08685,1962,156.65151W,21.00874N,744112.9083,2324909.23,-11.3747,-11.25899982,0.115700176
H08685,1962,156.66061W,21.00874N,743166.9293,2324895.459,-16.8747,-17.69400024,-0.819300244
H08685,1962,156.65370W,21.00915N,743884.6099,2324951.4,-12.8747,-13.28999996,-0.415299962
H08685,1962,156.65232W,21.00921N,744027.8106,2324959.929,-14.1747,-13.97999954,0.194700458
H08685,1962,156.64462W,21.01583N,744817.7098,2325704.503,-16.5747,-17.06800079,-0.493300794
H08685,1962,156.66895W,20.99678N,742318.4837,2323557.974,-5.7747,-5.901999474,-0.127299474
H08685,1962,156.64299W,21.01240N,744993.1184,2325327.382,-5.1747,-4.529999256,0.644700744
H08685,1962,156.65201W,21.00966N,744059.423,2325009.906,-14.8747,-14.82899952,0.045700481
H08685,1962,156.64826W,21.01015N,744448.2572,2325070.456,-5.3747,-6.213999271,-0.839299271
H08685,1962,156.65042W,21.01086N,744223.0161,2325145.232,-14.8747,-15.00899982,-0.134299825
H08685,1962,156.65157W,21.01086N,744102.4956,2325143.459,-16.6747,-16.73999977,-0.065299771
H08685,1962,156.65671W,21.01099N,743568.5104,2325150.791,-19.0747,-19.42900085,-0.354300855
H08685,1962,156.65129W,21.01234N,744129.2908,2325308.784,-19.9747,-20.02799988,-0.053299878
H08685,1962,156.67266W,20.98821N,741946.0535,2322603.958,-3.7747,-4.279999256,-0.505299256
H08685,1962,156.67203W,20.98856N,742011.6339,2322643.681,-2.0747,-3.061999083,-0.987299083
H08685,1962,156.64605W,21.01264N,744674.1072,2325349.704,-3.5747,-6.819999218,-3.245299218
H08685,1962,156.64559W,21.01853N,744711.9167,2326002.013,-17.2747,-17.71899986,-0.444299863
H08685,1962,156.65890W,21.00536N,743349.7157,2324523.638,-3.3747,-3.784999132,-0.410299132
H08685,1962,156.64232W,21.01957N,745050.444,2326122.207,-5.1747,-4.418999195,0.755700805
H08685,1962,156.64614W,21.02006N,744653.0605,2326170.619,-15.0747,-15.56900024,-0.494300244
H08685,1962,156.64290W,21.02020N,744989.6182,2326191.535,-7.7747,-6.428999424,1.345700576
H08685,1962,156.66798W,21.00588N,742405.171,2324567.199,-13.7747,-14.92299938,-1.148299382
H08685,1962,156.65784W,21.00582N,743459.0975,2324575.972,-2.0747,-4.175999165,-2.101299165
H08685,1962,156.66354W,21.00603N,742865.7062,2324590.433,-9.1747,-8.719999313,0.454700687
H08685,1962,156.66060W,21.00604N,743171.825,2324596.685,-8.4747,-8.414999008,0.059700992
H08685,1962,156.65841W,21.00621N,743399.187,2324618.514,-6.0747,-7.079999447,-1.005299447
H08685,1962,156.66548W,21.00631N,742663.9202,2324619.162,-10.4747,-10.89999962,-0.425299619
H08685,1962,156.66880W,21.00648N,742318.4152,2324632.06,-17.2747,-19.01399994,-1.739299939
H08685,1962,156.65391W,21.00653N,743866.6116,2324661.371,-1.8747,-3.469999313,-1.595299313
H08685,1962,156.65757W,21.00681N,743485.4647,2324685.906,-6.0747,-6.629999161,-0.555299161
H08685,1962,156.66913W,20.99728N,742298.9569,2323613.071,-5.3747,-5.449999332,-0.075299332
H08685,1962,156.66799W,21.00762N,742400.6926,2324759.976,-15.5747,-17.19400024,-1.619300244
H08685,1962,156.66179W,21.00734N,743046.0743,2324738.839,-13.7747,-14.30999947,-0.535299466
H08685,1962,156.67277W,20.98910N,741933.7051,2322701.916,-3.1747,-2.688999176,0.485700824
H08685,1962,156.64386W,21.01364N,744900.4182,2325463.254,-10.4747,-10.20699978,0.267700221
H08685,1962,156.64109W,21.01414N,745187.0153,2325522.869,-5.9747,-9.121999741,-3.147299741
H08685,1962,156.64196W,21.01452N,745095.9303,2325563.394,-10.4747,-11.54799938,-1.073299382
H08685,1962,156.66935W,20.99917N,742273.3358,2323822.154,-6.8747,-5.5989995,1.2757005
H08685,1962,156.65210W,21.00806N,744052.451,2324833.242,-10.4747,-10.29699993,0.177700069
H08685,1962,156.65453W,21.00838N,743798.9267,2324864.963,-9.0747,-10.07999992,-1.005299924
H08685,1962,156.63920W,21.01571N,745381.3841,2325700.2,-1.3747,-1.293999076,0.080700924
H08685,1962,156.67057W,21.00296N,742139.8312,2324239.563,-15.4747,-16.0189991,-0.5442991
H08685,1962,156.64933W,21.00930N,744338.693,2324974.359,-5.5747,-6.458999157,-0.884299157
H08685,1962,156.66924W,20.99503N,742291.2472,2323364.292,-4.2747,-4.065999031,0.208700969
H08685,1962,156.66809W,20.99505N,742410.3008,2323367.579,-1.8747,-2.593999147,-0.719299147
H08685,1962,156.66854W,20.99595N,742362.5635,2323466.903,-3.1747,-3.667999268,-0.493299268
H08685,1962,156.64589W,21.01257N,744690.4465,2325341.969,-5.5747,-4.918999195,0.655700805
H08685,1962,156.65315W,21.00986N,743940.6511,2325030.646,-15.2747,-15.62300015,-0.348300145
H08685,1962,156.64882W,21.01017N,744390.5214,2325071.157,-7.7747,-7.698999405,0.075700595
H08685,1962,156.65924W,21.01043N,743306.2401,2325084.251,-19.2747,-19.64800072,-0.373300717
H08685,1962,156.64943W,21.01085N,744325.768,2325145.857,-12.3747,-14.1079998,-1.733299802
H08685,1962,156.64838W,21.01215N,744433.1462,2325291.435,-12.3747,-12.21000004,0.164699962
H08685,1962,156.64928W,21.01230N,744338.9976,2325306.996,-16.8747,-16.71800041,0.156699588
H08685,1962,156.64507W,21.01316N,744774.649,2325408.452,-6.0747,-6.078999519,-0.004299519
H08685,1962,156.66932W,21.00425N,742268.0351,2324385.205,-15.5747,-16.13999939,-0.56529939
H08685,1962,156.66908W,21.00449N,742292.7202,2324411.373,-15.5747,-16.01000023,-0.435300229
H08685,1962,156.64294W,21.01897N,744987.2589,2326055.478,-4.4747,-5.998999119,-1.524299119
H08685,1962,156.64218W,21.01923N,745065.9717,2326084.886,-4.4747,-4.489999294,-0.015299294
H08685,1962,156.64376W,21.02069N,744898.9765,2326244.584,-11.9747,-12.09899998,-0.124299977
H08685,1962,156.65936W,21.00623N,743300.6814,2324618.954,-8.8747,-8.098999023,0.775700977
H08685,1962,156.65047W,21.00645N,744224.3686,2324657.325,-2.4747,-3.219999313,-0.745299313
H08685,1962,156.65118W,21.00690N,744150.531,2324706.084,-6.8747,-6.529999256,0.344700744
H08685,1962,156.66868W,20.99805N,742345.0275,2323699.254,-5.1747,-5.838999271,-0.664299271
H08685,1962,156.67165W,20.99144N,742045.794,2322962.294,-4.4747,-4.344999313,0.129700687
H08685,1962,156.63859W,21.01348N,745448.5671,2325454.403,-1.3747,-1.938999176,-0.564299176
H08685,1962,156.64501W,21.01453N,744779.6872,2325560.499,-14.8747,-14.61999989,0.254700114
H08685,1962,156.67043W,20.99926N,742161.0772,2323831.04,-8.8747,-8.203999519,0.670700481
H08685,1962,156.66806W,21.00047N,742404.9612,2323968.733,-3.8747,-3.864999294,0.009700706
H08685,1962,156.66871W,21.00125N,742336.4304,2324053.244,-6.6747,-7.471999168,-0.797299168
H08685,1962,156.66384W,21.00876N,742830.3902,2324892.97,-19.9747,-20.02400017,-0.049300168
H08685,1962,156.65284W,21.00810N,743975.3288,2324836.65,-10.6747,-10.33899975,0.335700252
H08685,1962,156.66362W,21.00810N,742854.8548,2324820.334,-17.2747,-17.78299904,-0.508299039
H08685,1962,156.67081W,20.99259N,742132.0158,2323091.594,-4.9747,-5.168999195,-0.194299195
H08685,1962,156.67030W,20.99402N,742182.5468,2323250.17,-5.7747,-5.819999218,-0.045299218
H08685,1962,156.67152W,20.99414N,742055.8813,2323262.391,-7.5747,-7.199999332,0.374700668
H08685,1962,156.63846W,21.01481N,745459.4002,2325600.998,-4.0747,-5.04899931,-0.97429931
H08685,1962,156.63889W,21.01484N,745415.4548,2325604.668,-5.9747,-6.239999294,-0.265299294
H08685,1962,156.67179W,21.00301N,742012.6638,2324243.912,-16.8747,-17.29999924,-0.425299237
H08685,1962,156.64894W,21.00866N,744379.6709,2324903.85,-2.6747,-3.324999094,-0.650299094
H08685,1962,156.65062W,21.00917N,744204.3462,2324957.872,-7.9747,-7.699999332,0.274700668
H08685,1962,156.65035W,21.00920N,744232.8924,2324961.726,-7.3747,-7.809999466,-0.435299466
H08685,1962,156.66873W,20.99498N,742344.2671,2323359.195,-3.7747,-4.459999084,-0.685299084
H08685,1962,156.67073W,20.99569N,742135.3376,2323434.681,-6.4747,-6.918999195,-0.444299195
H08685,1962,156.64074W,21.01666N,745219.5904,2325803.038,-3.3747,-3.76199913,-0.38729913
H08685,1962,156.64456W,21.01681N,744821.8181,2325813.78,-18.3747,-18.45999908,-0.085299085
H08685,1962,156.65129W,21.00949N,744133.9371,2324992.836,-12.3747,-12.56999969,-0.195299695
H08685,1962,156.67073W,21.00370N,742122.1978,2324321.825,-17.2747,-18.09899902,-0.824299023
H08685,1962,156.64627W,21.01191N,744652.8378,2325268.53,-4.6747,-4.918999195,-0.244299195
H08685,1962,156.64450W,21.01251N,744834.9873,2325337.011,-4.4747,-3.889999151,0.584700849
H08685,1962,156.65184W,21.00972N,744076.3728,2325017.244,-13.5747,-13.71999931,-0.145299313
H08685,1962,156.65761W,21.01096N,743474.3476,2325146.086,-19.9747,-21.42900085,-1.454300855
H08685,1962,156.64871W,21.01213N,744398.5548,2325288.489,-12.3747,-13.19399929,-0.819299291
H08685,1962,156.64747W,21.01302N,744525.6181,2325389.718,-13.2747,-13.94999981,-0.675299809
H08685,1962,156.64597W,21.01297N,744682.3017,2325386.488,-6.4747,-6.853999138,-0.379299138
H08685,1962,156.64517W,21.01806N,744756.5597,2325950.944,-16.3747,-16.20999908,0.164700916
H08685,1962,156.64405W,21.01314N,744881.2569,2325408.474,-9.1747,-8.228999138,0.945700862
H08685,1962,156.66933W,21.00451N,742266.1721,2324413.091,-15.9747,-16.70800018,-0.733300183
H08685,1962,156.66386W,21.00491N,742834.8674,2324465.925,-4.6747,-5.284999371,-0.610299371
H08685,1962,156.63849W,21.01341N,745459.4053,2325445.924,-0.9747,-1.754999161,-0.780299161
H08685,1962,156.64675W,21.01953N,744589.7697,2326110.98,-19.2747,-18.96899986,0.305700137
H08685,1962,156.64270W,21.01996N,745010.1764,2326165.698,-5.9747,-5.213999271,0.760700729
H08685,1962,156.64633W,21.02068N,744632.3926,2326239.211,-15.9747,-15.82899952,0.145700481
H08685,1962,156.66018W,21.00630N,743215.0902,2324625.343,-9.3747,-9.5189991,-0.1442991
H08685,1962,156.65868W,21.00642N,743370.8665,2324641.803,-7.5747,-8.198999405,-0.624299405
H08685,1962,156.64316W,21.02101N,744961.1582,2326280.615,-12.1747,-11.07899952,1.095700481
H08685,1962,156.65356W,21.00673N,743902.6939,2324683.279,-6.6747,-6.54199934,0.13270066
H08685,1962,156.65368W,21.00688N,743890.0785,2324699.487,-6.9747,-6.63999939,0.33470061
H08685,1962,156.66064W,21.00704N,743165.943,2324707.143,-12.4747,-12.73899937,-0.264299367
H08685,1962,156.65025W,21.00720N,744245.7126,2324740.714,-5.3747,-5.7689991,-0.3942991
H08685,1962,156.64741W,21.01345N,744530.9477,2325437.426,-11.7747,-16.08200073,-4.307300732
H08685,1962,156.67048W,20.99760N,742158.5638,2323646.69,-6.8747,-8.323999405,-1.449299405
H08685,1962,156.66648W,21.00721N,742558.4785,2324717.088,-3.5747,-4.638999462,-1.064299462
H08685,1962,156.66140W,21.00734N,743086.534,2324738.878,-13.9747,-14.18799973,-0.213299725
H08685,1962,156.67045W,20.99029N,742173.2759,2322837.104,-2.2747,-3.199999094,-0.925299094
H08685,1962,156.67183W,20.99087N,742029.0238,2322899.579,-5.1747,-5.338999271,-0.164299271
H08685,1962,156.63919W,21.01378N,745385.1647,2325486.696,-4.0747,-4.097999096,-0.023299096
H08685,1962,156.63887W,21.01392N,745418.4302,2325501.92,-4.2747,-5.229999065,-0.955299065
H08685,1962,156.63958W,21.01428N,745344.2177,2325540.81,-7.3747,-7.358999252,0.015700748
H08685,1962,156.65890W,21.00742N,743346.0539,2324752.205,-12.3747,-12.7489996,-0.374299596
H08685,1962,156.67109W,20.99828N,742093.0936,2323721.056,-7.9747,-8.275999069,-0.301299069
H08685,1962,156.67336W,20.99230N,741866.9743,2323055.723,-6.8747,-6.769999504,0.104700496
H08685,1962,156.66855W,21.00080N,742353.9003,2324003.654,-4.0747,-5.368999481,-1.294299481
H08685,1962,156.66346W,21.00798N,742871.1754,2324806.727,-16.6747,-17.12899971,-0.45429971
H08685,1962,156.67090W,20.99378N,742120.2189,2323223.01,-6.4747,-6.907999516,-0.433299516
H08685,1962,156.64643W,21.01496N,744630.494,2325606.04,-17.7747,-17.80900002,-0.034300015
H08685,1962,156.67157W,21.00270N,742036.2468,2324210.14,-16.1747,-16.98600006,-0.811300061
H08685,1962,156.66139W,21.00889N,743084.6367,2324911.09,-19.0747,-19.02400017,0.050699832
H08685,1962,156.64242W,21.01582N,745046.8037,2325706.666,-14.4747,-14.7699995,-0.295299504
H08685,1962,156.64244W,21.01604N,745044.3561,2325731.552,-15.0747,-14.46500015,0.609699847
H08685,1962,156.64093W,21.01670N,745199.8705,2325807.288,-4.9747,-4.239999294,0.734700706
H08685,1962,156.65355W,21.00943N,743899.4487,2324982.079,-14.3747,-14.26799965,0.106700351
H08685,1962,156.64783W,21.00954N,744494.285,2325003.123,-2.6747,-2.436999083,0.237700917
H08685,1962,156.66836W,20.99623N,742380.3137,2323497.955,-2.9747,-3.715999126,-0.741299126
H08685,1962,156.67000W,21.00367N,742197.8441,2324319.827,-15.5747,-16.4489994,-0.874299405
H08685,1962,156.65064W,21.01019N,744200.7008,2325071.354,-12.3747,-12.88299942,-0.50829942
H08685,1962,156.64794W,21.02239N,744461.5641,2326426.548,-18.1747,-20.9489994,-2.774299405
H08685,1962,156.65228W,21.01178N,744027.8872,2325244.821,-19.4747,-19.79299927,-0.318299268
H08685,1962,156.67018W,21.00492N,742177.4239,2324457.653,-19.6747,-20.17900085,-0.504300855
H08685,1962,156.66161W,21.00561N,743068.0127,2324547.536,-4.0747,-5.767999172,-1.693299172
H08685,1962,156.64205W,21.02051N,745076.8741,2326226.94,-3.1747,-2.398999214,0.775700786
H08685,1962,156.66339W,21.00588N,742882.3795,2324574.062,-7.7747,-7.982999325,-0.208299325
H08685,1962,156.65222W,21.00603N,744043.3903,2324607.589,-5.3747,-4.849999428,0.524700572
H08685,1962,156.66327W,21.00603N,742893.6794,2324590.842,-8.6747,-8.619999886,0.054700114
H08685,1962,156.65776W,21.00628N,743466.3513,2324627.474,-6.0747,-6.323999405,-0.249299405
H08685,1962,156.65700W,21.00631N,743546.0706,2324631.412,-4.0747,-4.699999332,-0.625299332
H08685,1962,156.66160W,21.00640N,743067.5705,2324634.591,-9.9747,-9.899999619,0.074700381
H08685,1962,156.66365W,21.00646N,742853.9772,2324638.555,-10.8747,-10.79999924,0.074700763
H08685,1962,156.64279W,21.02226N,744997.7947,2326419.615,-7.5747,-8.06899929,-0.49429929
H08685,1962,156.66280W,21.00681N,742941.8008,2324678.608,-11.5747,-12.02999973,-0.455299733
H08685,1962,156.66295W,21.00696N,742925.6572,2324694.322,-12.6747,-12.79500008,-0.120300076
H08685,1962,156.66063W,21.00721N,743166.8079,2324726.207,-12.8747,-13.31899929,-0.444299291
H08685,1962,156.66827W,21.00705N,742372.7037,2324696.542,-13.2747,-17.01000023,-3.735300229
H08685,1962,156.66517W,21.00746N,742694.3993,2324746.987,-16.1747,-16.18700027,-0.012300275
H08685,1962,156.66535W,21.00759N,742675.6822,2324760.891,-16.3747,-16.58499908,-0.210299085
H08685,1962,156.66474W,21.00773N,742738.4789,2324776.873,-16.8747,-16.85899925,0.015700748
H08685,1962,156.67287W,20.98973N,741922.2895,2322771.531,-3.5747,-5.183999062,-1.609299062
H08685,1962,156.66359W,21.00737N,742858.338,2324738.64,-14.6747,-14.78999996,-0.115299962
H08685,1962,156.66064W,21.00738N,743165.385,2324745.238,-13.2747,-14.04399967,-0.769299672
H08685,1962,156.65385W,21.00741N,743871.2116,2324758.913,-7.3747,-7.729999542,-0.355299542
H08685,1962,156.65688W,21.00781N,743555.8008,2324797.704,-6.0747,-6.077999115,-0.003299115
H08685,1962,156.64852W,21.01433N,744414.9293,2325532.638,-19.6747,-19.78899956,-0.114299558
H08685,1962,156.64409W,21.01450N,744874.4661,2325558.574,-13.5747,-13.68799973,-0.113299725
H08685,1962,156.64590W,21.01457N,744686.5575,2325563.446,-15.7747,-16.1989994,-0.424299405
H08685,1962,156.65425W,21.00806N,743828.572,2324829.399,-9.3747,-9.701999664,-0.327299664
H08685,1962,156.67171W,20.99263N,742037.7353,2323094.208,-4.4747,-4.645999432,-0.171299432
H08685,1962,156.67227W,20.99282N,741979.7035,2323114.851,-5.3747,-5.54899931,-0.17429931
H08685,1962,156.67077W,20.99366N,742134.3418,2323210.368,-6.4747,-6.498999596,-0.024299596
H08685,1962,156.64008W,21.01536N,745290.4462,2325660.419,-4.0747,-4.138999462,-0.064299462
H08685,1962,156.66963W,20.99598N,742249.2666,2323468.352,-4.9747,-4.849999428,0.124700572
H08685,1962,156.64086W,21.01593N,745208.3036,2325722.232,-3.8747,-5.19399929,-1.31929929
H08685,1962,156.64148W,21.01641N,745143.3687,2325773.887,-12.4747,-7.728999615,4.745700385
H08685,1962,156.65714W,21.00961N,743525.731,2324996.974,-11.9747,-15.21999931,-3.245299313
H08685,1962,156.67147W,21.00370N,742045.032,2324321.033,-19.0747,-19.62400055,-0.549300549
H08685,1962,156.67186W,21.00386N,742004.6415,2324337.613,-19.8747,-20.73999977,-0.865299771
H08685,1962,156.64693W,21.01051N,744586.5952,2325112.481,-4.0747,-3.468999147,0.605700853
H08685,1962,156.64959W,21.00967N,744310.4342,2325014.595,-8.4747,-9.017999649,-0.543299649
H08685,1962,156.65858W,21.00968N,743375.6647,2325002.748,-16.1747,-16.03000069,0.144699313
H08685,1962,156.65071W,21.00995N,744194.136,2325043.899,-11.2747,-11.83899975,-0.564299748
H08685,1962,156.65353W,21.01027N,743900.6801,2325075.251,-16.1747,-16.44000053,-0.265300534
H08685,1962,156.65301W,21.01033N,743954.3421,2325082.797,-16.1747,-16.84000015,-0.665300153
H08685,1962,156.65028W,21.01214N,744235.591,2325287.308,-17.7747,-18.12000084,-0.345300839
H08685,1962,156.64842W,21.01239N,744428.4931,2325317.839,-11.5747,-14.10899925,-2.534299252
H08685,1962,156.67128W,20.98879N,742089.2765,2322669.401,-2.2747,-2.148999214,0.125700786
H08685,1962,156.64416W,21.01700N,744863.4143,2325835.329,-14.3747,-15.68299961,-1.308299611
H08685,1962,156.64422W,21.01748N,744856.2871,2325888.392,-15.0747,-14.96000004,0.114699962
H08685,1962,156.64383W,21.01819N,744896.4143,2325967.185,-12.3747,-13.03299999,-0.658299992
H08685,1962,156.64287W,21.01312N,745003.4856,2325407.176,-6.9747,-7.038999558,-0.064299558
H08685,1962,156.67098W,21.00446N,742095.1796,2324405.723,-19.6747,-20.8239994,-1.149299405
H08685,1962,156.64583W,21.01326N,744696.4918,2325418.709,-8.0747,-7.60299921,0.47170079
H08685,1962,156.64209W,21.02024N,745073.0427,2326197.641,-3.3747,-3.114999294,0.259700706
H08685,1962,156.64353W,21.02027N,744923.3738,2326198.2,-11.5747,-11.1079998,0.466700198
H08685,1962,156.64321W,21.02027N,744956.8506,2326199.027,-8.6747,-8.879999161,-0.205299161
H08685,1962,156.64240W,21.02053N,745041.077,2326228.295,-4.2747,-4.588999271,-0.314299271
H08685,1962,156.66251W,21.00651N,742972.0277,2324645.82,-10.4747,-10.1789999,0.295700099
H08685,1962,156.64361W,21.02140N,744913.0993,2326323.548,-14.3747,-14.42700005,-0.052300046
H08685,1962,156.64399W,21.02144N,744873.5314,2326326.73,-15.0747,-14.69099998,0.383700015
H08685,1962,156.64442W,21.02293N,744826.2698,2326491.851,-18.1747,-18.14299965,0.031700351
H08685,1962,156.66844W,21.00637N,742356.4336,2324621.206,-15.0747,-16.08600044,-1.011300443
H08685,1962,156.66397W,21.00677N,742819.6901,2324671.615,-12.6747,-12.41599941,0.258700588
H08685,1962,156.66380W,21.00662N,742838.1311,2324655.27,-11.9747,-11.73899937,0.235700633
H08685,1962,156.65086W,21.00694N,744182.8082,2324710.879,-6.4747,-6.29899931,0.17570069
H08685,1962,156.66314W,21.00709N,742906.0949,2324709.1,-13.0747,-13.34799957,-0.273299573
H08685,1962,156.66853W,20.99726N,742361.0646,2323612.426,-5.5747,-5.472999096,0.101700904
H08685,1962,156.67301W,20.99776N,741895.2024,2323660.354,-10.8747,-11.2149992,-0.340299199
H08685,1962,156.66999W,20.99800N,742208.4514,2323692.277,-7.7747,-7.708999634,0.065700366
H08685,1962,156.67206W,20.99043N,742005.1928,2322850.274,-4.9747,-6.968999386,-1.994299386
H08685,1962,156.64461W,21.01362N,744822.1501,2325459.884,-10.2747,-11.13899994,-0.864299939
H08685,1962,156.67198W,20.99167N,742011.3017,2322987.932,-4.9747,-5.468999386,-0.494299386
H08685,1962,156.67096W,20.99233N,742116.8388,2323062.353,-3.7747,-4.47799921,-0.70329921
H08685,1962,156.67177W,21.00188N,742017.0838,2324119.034,-15.0747,-15.6449995,-0.570299504
H08685,1962,156.65094W,21.00800N,744172.7709,2324827.59,-7.3747,-7.194999218,0.179700782
H08685,1962,156.65196W,21.00829N,744066.843,2324858.93,-11.2747,-11.00899982,0.265700176
H08685,1962,156.65543W,21.00858N,743705.3291,2324885.409,-7.9747,-8.557999611,-0.583299611
H08685,1962,156.63944W,21.01477N,745357.5542,2325595.505,-9.7747,-10.01499939,-0.24029939
H08685,1962,156.63875W,21.01534N,745429.098,2325659.7,-2.2747,-1.993999124,0.280700876
H08685,1962,156.64311W,21.01579N,744975.1965,2325703.061,-14.8747,-15.4279995,-0.553299497
H08685,1962,156.66976W,21.00247N,742225.26,2324187.309,-13.0747,-13.1779995,-0.103299497
H08685,1962,156.66768W,21.00258N,742441.3829,2324202.757,-9.1747,-10.7699995,-1.595299504
H08685,1962,156.67041W,20.99439N,742170.7147,2323291.202,-5.7747,-6.239999294,-0.465299294
H08685,1962,156.66980W,20.99480N,742233.2732,2323338.192,-4.2747,-4.258999348,0.015700652
H08685,1962,156.66804W,21.00283N,742402.9179,2324229.887,-10.1747,-11.25899982,-1.084299825
H08685,1962,156.65042W,21.00866N,744226.5904,2324902.263,-6.6747,-6.537999153,0.136700847
H08685,1962,156.64948W,21.00879N,744323.4077,2324917.533,-4.2747,-5.069999218,-0.795299218
H08685,1962,156.65940W,21.00898N,743291.8433,2324923.984,-17.2747,-17.10899925,0.165700748
H08685,1962,156.66862W,20.99535N,742354.9059,2323400,-3.7747,-3.667999268,0.106700732
H08685,1962,156.66855W,20.99576N,742361.7297,2323445.624,-3.7747,-3.598999262,0.175700738
H08685,1962,156.66983W,20.99586N,742228.6612,2323454.76,-5.3747,-5.718999386,-0.344299386
H08685,1962,156.67282W,20.99604N,741917.0103,2323469.935,-7.5747,-7.953999519,-0.379299519
H08685,1962,156.64093W,21.01621N,745200.8917,2325752.251,-4.0747,-3.989999294,0.084700706
H08685,1962,156.64139W,21.01664N,745151.7303,2325799.266,-4.8747,-5.073999405,-0.199299405
H08685,1962,156.65194W,21.00935N,744067.0996,2324975.903,-13.5747,-14.03299999,-0.458299992
H08685,1962,156.65089W,21.00951N,744176.0195,2324995.67,-11.0747,-11.31799984,-0.24329984
H08685,1962,156.67030W,20.99621N,742179.0101,2323492.804,-4.6747,-5.247999191,-0.573299191
H08685,1962,156.64967W,21.00979N,744302.1243,2325027.986,-10.4747,-11.13799953,-0.663299535
H08685,1962,156.64771W,21.01215N,744501.8809,2325292.447,-10.4747,-9.908999443,0.565700557
H08685,1962,156.64982W,21.01233N,744282.6924,2325309.49,-17.2747,-18.03000069,-0.755300687
H08685,1962,156.67032W,20.99688N,742175.6374,2323567.189,-5.7747,-6.518999577,-0.744299577
H08685,1962,156.67258W,20.98832N,741955.1355,2322616.053,-3.1747,-3.097999096,0.076700904
H08685,1962,156.65361W,21.01140N,743889.5803,2325200.697,-19.8747,-19.82999992,0.044700076
H08685,1962,156.64734W,21.02105N,744526.1499,2326278.297,-18.7747,-18.66399956,0.110700443
H08685,1962,156.64463W,21.01750N,744813.8345,2325889.648,-16.1747,-16.57999992,-0.405299924
H08685,1962,156.64240W,21.01760N,745045.5436,2325904.699,-11.3747,-10.79599953,0.578700473
H08685,1962,156.64427W,21.01810N,744850.7037,2325956.652,-14.1747,-14.52699947,-0.352299474
H08685,1962,156.64215W,21.01318N,745078.7656,2325415.709,-5.9747,-6.354999542,-0.380299542
H08685,1962,156.66049W,21.00466N,743185.6108,2324443.698,-2.2747,-2.549999237,-0.275299237
H08685,1962,156.66048W,21.00483N,743185.9558,2324462.755,-2.9747,-2.706999063,0.267700937
H08685,1962,156.65909W,21.00551N,743329.303,2324539.622,-4.6747,-5.29899931,-0.62429931
H08685,1962,156.66215W,21.00555N,743011.135,2324539.282,-4.9747,-4.95099926,0.02370074
H08685,1962,156.64449W,21.02047N,744823.1266,2326218.542,-12.8747,-13.24300003,-0.368300031
H08685,1962,156.65065W,21.00650N,744206.0938,2324662.263,-2.9747,-2.949999094,0.024700906
H08685,1962,156.64196W,21.02106N,745085.2188,2326288.65,-3.5747,-3.113999128,0.460700872
H08685,1962,156.64513W,21.02147N,744755.8765,2326328.649,-16.5747,-16.12999916,0.444700839
H08685,1962,156.65848W,21.00683N,743391.21,2324687.294,-9.3747,-9.578999519,-0.204299519
H08685,1962,156.65452W,21.00693N,743802.7486,2324703.854,-3.5747,-3.719999313,-0.145299313
H08685,1962,156.65795W,21.00710N,743445.6746,2324718.22,-8.0747,-9.203999519,-1.129299519
H08685,1962,156.64803W,21.01355N,744466.9378,2325447.56,-17.0747,-16.81800079,0.256699207
H08685,1962,156.66777W,20.99742N,742439.9561,2323630.635,-4.6747,-3.976999283,0.697700717
H08685,1962,156.67016W,20.99744N,742191.7901,2323629.342,-7.5747,-6.972999573,0.601700427
H08685,1962,156.67071W,20.99779N,742133.3959,2323667.812,-7.5747,-8.049999237,-0.475299237
H08685,1962,156.66659W,21.00729N,742546.5025,2324725.22,-1.6747,-2.329999208,-0.655299208
H08685,1962,156.66776W,21.00763N,742425.2159,2324761.552,-12.4747,-13.33899975,-0.864299748
H08685,1962,156.67040W,20.98947N,742179.4775,2322747.032,-4.0747,-4.800999165,-0.726299165
