HSHEET,YEAR,Longitude (Geographic NAD83),Latitude (Geographic NAD83),Longitude (UTM NAD83),Latitude (UTM NAD83),Historical sounding (Mean lower low water),LiDAR elevation (Mean lower low water),Difference = LiDAR - Historical
H08685,1962,156.67265W,20.98995N,741945.0228,2322796.231,-4.6747,-5.037999153,-0.363299153
H08685,1962,156.67217W,20.99138N,741992.4321,2322955.093,-5.9747,-5.534999371,0.439700629
H08685,1962,156.63974W,21.01388N,745328.6508,2325496.273,-1.3747,-1.915999174,-0.541299174
H08685,1962,156.65251W,21.00754N,744010.5581,2324775.028,-8.4747,-8.43999958,0.03470042
H08685,1962,156.65114W,21.00776N,744152.3624,2324800.816,-7.7747,-8.319999695,-0.545299695
H08685,1962,156.66958W,20.99955N,742248.4851,2323864.325,-6.8747,-5.769999504,1.104700496
H08685,1962,156.67104W,21.00228N,742091.8322,2324164.429,-14.6747,-15.14999962,-0.475299619
H08685,1962,156.65003W,21.00823N,744267.1282,2324854.565,-6.8747,-7.13999939,-0.26529939
H08685,1962,156.65327W,21.00852N,743929.5243,2324881.834,-11.2747,-11.62099934,-0.346299336
H08685,1962,156.66970W,20.99243N,742247.8146,2323075.67,-5.3747,-3.838999271,1.535700729
H08685,1962,156.67126W,20.99274N,742084.3506,2323107.514,-5.1747,-4.349999428,0.824700572
H08685,1962,156.67212W,20.99466N,741992.03,2323318.394,-7.7747,-7.638999462,0.135700538
H08685,1962,156.67048W,21.00310N,742149.689,2324255.435,-15.5747,-16.03000069,-0.455300687
H08685,1962,156.64845W,21.00892N,744430.9177,2324934.18,-2.6747,-2.659999132,0.014700868
H08685,1962,156.66874W,20.99591N,742341.317,2323461.609,-4.0747,-3.889999151,0.184700849
H08685,1962,156.64276W,21.01580N,745011.5728,2325704.816,-14.8747,-14.93799973,-0.063299725
H08685,1962,156.64119W,21.01589N,745174.0577,2325717.074,-11.9747,-12.59799957,-0.623299573
H08685,1962,156.67155W,21.00385N,742036.1635,2324337.186,-18.8747,-20.48999977,-1.615299771
H08685,1962,156.64703W,21.01218N,744573.1663,2325296.82,-6.6747,-6.449999332,0.224700668
H08685,1962,156.64660W,21.01218N,744617.9745,2325298.145,-6.0747,-6.178999424,-0.104299424
H08685,1962,156.64529W,21.01256N,744752.8608,2325341.339,-2.4747,-3.099999189,-0.625299189
H08685,1962,156.65102W,21.01085N,744160.0132,2325143.419,-15.5747,-15.4819994,0.092700603
H08685,1962,156.67371W,20.98733N,741838.5887,2322504.479,-3.3747,-2.688999176,0.685700824
H08685,1962,156.64769W,21.01170N,744505.0017,2325242.98,-8.4747,-7.819999218,0.654700782
H08685,1962,156.64335W,21.01754N,744946.5481,2325896.48,-12.8747,-13.09499931,-0.220299313
H08685,1962,156.64276W,21.01866N,745006.588,2326021.315,-5.9747,-6.35599947,-0.38129947
H08685,1962,156.64421W,21.01875N,744855.9893,2326028.397,-13.7747,-13.30999947,0.464700534
H08685,1962,156.64475W,21.01317N,744808.4214,2325410.501,-5.1747,-5.918999195,-0.744299195
H08685,1962,156.66316W,21.00572N,742906.3418,2324557.133,-7.3747,-7.077999592,0.296700408
H08685,1962,156.64340W,21.01913N,744938.5502,2326071.928,-9.7747,-8.979999542,0.794700458
H08685,1962,156.64339W,21.01965N,744939.3638,2326129.539,-9.1747,-10.30900002,-1.134300015
H08685,1962,156.64611W,21.01982N,744656.0503,2326144.19,-14.3747,-16.14900017,-1.774300168
H08685,1962,156.64186W,21.02014N,745097.4469,2326186.039,-2.4747,-1.883999109,0.590700891
H08685,1962,156.64659W,21.02025N,744605.9509,2326191.524,-17.6747,-16.68400002,0.990699985
H08685,1962,156.66992W,21.00549N,742203.9484,2324521.729,-19.8747,-20.49799919,-0.623299191
H08685,1962,156.65403W,21.00643N,743854.6123,2324649.786,-2.7747,-3.163999319,-0.389299319
H08685,1962,156.64210W,21.02159N,745070.2188,2326346.581,-3.8747,-4.178999424,-0.304299424
H08685,1962,156.64256W,21.02318N,745019.9891,2326522.402,-4.4747,-5.269999504,-0.795299504
H08685,1962,156.66600W,21.00678N,742608.7799,2324669.972,-11.5747,-11.58899975,-0.014299748
H08685,1962,156.67022W,20.99817N,742183.6439,2323710.081,-7.9747,-7.509999275,0.464700725
H08685,1962,156.66264W,21.00731N,742958.0496,2324733.896,-14.1747,-14.51599979,-0.341299794
H08685,1962,156.67315W,20.98903N,741894.197,2322693.366,-2.7747,-3.319999218,-0.545299218
H08685,1962,156.67134W,20.99010N,742081.12,2322815.159,-4.0747,-3.799999237,0.274700763
H08685,1962,156.65178W,21.00745N,744086.4101,2324766.063,-7.9747,-8.088999748,-0.114299748
H08685,1962,156.65297W,21.00791N,743962.0171,2324815.298,-9.5747,-9.744999886,-0.170299886
H08685,1962,156.66475W,21.00814N,742736.3528,2324822.699,-17.9747,-18.44000053,-0.465300534
H08685,1962,156.66769W,20.99948N,742445.25,2323859.442,-4.0747,-4.349999428,-0.275299428
H08685,1962,156.66964W,21.00111N,742239.6204,2324037.1,-5.7747,-4.538999081,1.235700919
H08685,1962,156.66382W,21.00825N,742833.8175,2324836.419,-17.6747,-18.10000038,-0.425300382
H08685,1962,156.65986W,21.00855N,743244.2875,2324875.879,-15.7747,-16.65799904,-0.883299039
H08685,1962,156.64575W,21.01470N,744701.6342,2325577.846,-16.1747,-16.22399902,-0.049299023
H08685,1962,156.64272W,21.01506N,745015.9136,2325622.137,-13.4747,-13.81299973,-0.338299725
H08685,1962,156.63928W,21.01513N,745374.0117,2325636.067,-2.2747,-4.123999119,-1.849299119
H08685,1962,156.67310W,21.00262N,741877.1751,2324198.297,-18.3747,-18.97999954,-0.605299542
H08685,1962,156.67078W,21.00321N,742117.4758,2324267.592,-16.1747,-17.03899956,-0.864299558
H08685,1962,156.65853W,21.00879N,743382.6274,2324903.826,-15.0747,-15.33899975,-0.264299748
H08685,1962,156.65527W,21.00894N,743720.8637,2324925.402,-9.3747,-9.626999855,-0.252299855
H08685,1962,156.65263W,21.00905N,743995.7275,2324941.956,-12.8747,-13.83199978,-0.957299779
H08685,1962,156.65004W,21.00924N,744264.641,2324967.067,-6.2747,-7.117999554,-0.843299554
H08685,1962,156.67049W,20.99616N,742159.2228,2323487.31,-5.7747,-5.969999313,-0.195299313
H08685,1962,156.63997W,21.01644N,745299.6017,2325779.851,-1.8747,-1.706999183,0.167700817
H08685,1962,156.64479W,21.01648N,744798.9626,2325776.779,-18.3747,-18.11400032,0.26069968
H08685,1962,156.65325W,21.00940N,743930.1706,2324979.429,-14.6747,-14.36899948,0.305700519
H08685,1962,156.66915W,20.99617N,742298.6682,2323490.229,-4.6747,-4.828999043,-0.154299043
H08685,1962,156.67261W,20.99618N,741939.0364,2323485.985,-6.9747,-7.512999535,-0.538299535
H08685,1962,156.64925W,21.00966N,744345.9086,2325014.12,-6.6747,-6.819999218,-0.145299218
H08685,1962,156.65080W,21.00975N,744184.362,2325022.488,-11.2747,-11.74300003,-0.468300031
H08685,1962,156.64920W,21.01015N,744350.306,2325068.682,-9.1747,-9.094999313,0.079700687
H08685,1962,156.65211W,21.01086N,744047.0707,2325142.644,-17.4747,-17.62899971,-0.15429971
H08685,1962,156.65264W,21.01111N,743991.4469,2325169.518,-17.9747,-18.64900017,-0.674300168
H08685,1962,156.64904W,21.01212N,744364.1452,2325287.317,-14.8747,-14.96500015,-0.090300153
H08685,1962,156.64859W,21.01240N,744410.7894,2325319.351,-13.4747,-14.34799957,-0.873299573
H08685,1962,156.67010W,20.98876N,742211.8251,2322668.75,-2.2747,-2.237999201,0.036700799
H08685,1962,156.67290W,20.98885N,741920.796,2322674.037,-2.4747,-2.929999113,-0.455299113
H08685,1962,156.65144W,21.01132N,744115.6693,2325195.381,-17.2747,-17.61499977,-0.340299771
H08685,1962,156.64227W,21.01811N,745058.6498,2325960.94,-7.1747,-7.843999386,-0.669299386
H08685,1962,156.64222W,21.01849N,745062.9122,2326003.316,-4.9747,-5.539999485,-0.565299485
H08685,1962,156.64568W,21.01300N,744711.9925,2325390.249,-6.9747,-6.888999462,0.085700538
H08685,1962,156.66972W,21.00473N,742225.9885,2324436.873,-17.2747,-18.17399979,-0.899299786
H08685,1962,156.66078W,21.00527N,743154.5619,2324511.254,-4.9747,-4.763999462,0.210700538
H08685,1962,156.66851W,21.00584N,742349.491,2324562.399,-16.5747,-17.18400002,-0.609300015
H08685,1962,156.65741W,21.00601N,743504.1252,2324597.9,-4.0747,-4.683999062,-0.609299062
H08685,1962,156.64689W,21.02106N,744573.1308,2326280.208,-18.1747,-18.10400009,0.070699908
H08685,1962,156.64288W,21.02187N,744988.3448,2326376.387,-8.2747,-8.969999313,-0.695299313
H08685,1962,156.65810W,21.00657N,743430.6378,2324658.408,-7.1747,-7.248999596,-0.074299596
H08685,1962,156.66266W,21.00663N,742956.5534,2324658.443,-11.5747,-11.41999912,0.154700877
H08685,1962,156.65777W,21.00697N,743465.0327,2324703.219,-7.5747,-8.07999897,-0.50529897
H08685,1962,156.65815W,21.00721N,743425.0118,2324729.991,-9.3747,-10.11999989,-0.745299886
H08685,1962,156.66863W,21.00704N,742335.1769,2324695.108,-15.2747,-16.73900032,-1.46430032
H08685,1962,156.67239W,20.98990N,741971.7323,2322790.749,-5.9747,-5.367999077,0.606700923
H08685,1962,156.67246W,20.99079N,741963.6332,2322889.765,-6.4747,-5.468999386,1.005700614
H08685,1962,156.64571W,21.01414N,744707.2164,2325516.674,-14.3747,-13.22900009,1.145699908
H08685,1962,156.64075W,21.01430N,745221.9946,2325541.773,-4.6747,-5.279999256,-0.605299256
H08685,1962,156.65930W,21.00741N,743304.2781,2324749.71,-12.6747,-12.88000011,-0.205300114
H08685,1962,156.64316W,21.01447N,744971.8463,2325556.577,-12.8747,-13.0739994,-0.199299405
H08685,1962,156.66996W,20.99837N,742210.4667,2323732.404,-7.3747,-7.208999157,0.165700843
H08685,1962,156.67057W,20.99219N,742156.8897,2323047.872,-3.5747,-3.203999281,0.370700719
H08685,1962,156.66110W,21.00826N,743116.2403,2324841.106,-16.5747,-16.87899971,-0.30429971
H08685,1962,156.67243W,20.99315N,741962.1141,2323151.258,-6.0747,-6.04899931,0.02570069
H08685,1962,156.64483W,21.01530N,744796.8315,2325646.264,-16.1747,-16.46899986,-0.294299863
H08685,1962,156.67055W,20.99477N,742155.649,2323332.852,-5.1747,-5.384999275,-0.210299275
H08685,1962,156.66899W,21.00294N,742304.7917,2324239.864,-7.7747,-8.849999428,-1.075299428
H08685,1962,156.67020W,21.00295N,742178.5239,2324239.573,-14.8747,-15.16899967,-0.294299672
H08685,1962,156.67059W,21.00296N,742138.0488,2324240.533,-15.4747,-16.0189991,-0.5442991
H08685,1962,156.66833W,21.00322N,742373.0725,2324272.207,-11.5747,-12.4289999,-0.854299901
H08685,1962,156.65556W,21.00884N,743690.9656,2324914.441,-8.4747,-9.298999786,-0.824299786
H08685,1962,156.65904W,21.00901N,743329.1294,2324927.632,-16.6747,-17.36899948,-0.694299481
H08685,1962,156.67116W,20.99520N,742091.0915,2323380.204,-6.8747,-6.908999443,-0.034299443
H08685,1962,156.67178W,20.99521N,742027.2248,2323380.16,-6.9747,-7.576999187,-0.602299187
H08685,1962,156.64045W,21.01590N,745250.7879,2325718.872,-3.5747,-3.04899931,0.52570069
H08685,1962,156.64285W,21.01629N,745000.3832,2325758.262,-15.5747,-16.17000008,-0.595300076
H08685,1962,156.64308W,21.01679N,744975.8527,2325813.616,-16.1747,-15.6789999,0.495700099
H08685,1962,156.65058W,21.00937N,744208.5861,2324980.753,-8.0747,-8.348999023,-0.274299023
H08685,1962,156.65832W,21.00949N,743403.7361,2324982.225,-15.0747,-15.40399933,-0.329299329
H08685,1962,156.65765W,21.00964N,743472.761,2324998.966,-6.8747,-8.758999825,-1.884299825
H08685,1962,156.65744W,21.00964N,743494.1775,2324999.612,-13.9747,-15.7489996,-1.774299596
H08685,1962,156.66664W,21.00831N,742539.6498,2324838.322,-19.0747,-21.28000069,-2.205300687
H08685,1962,156.66675W,21.00846N,742528.3748,2324855.437,-19.9747,-22.69000053,-2.715300534
H08685,1962,156.66732W,21.00848N,742469.1752,2324856.677,-16.6747,-15.03999996,1.634700038
H08685,1962,156.66484W,21.00854N,742726.975,2324866.536,-19.8747,-19.79999924,0.074700763
H08685,1962,156.64983W,21.00792N,744288.9396,2324821.323,-4.0747,-5.208999157,-1.134299157
H08685,1962,156.65691W,21.00796N,743552.3334,2324814.268,-6.4747,-5.718999386,0.755700614
H08685,1962,156.65050W,21.00797N,744218.9875,2324825.168,-7.5747,-7.338999271,0.235700729
H08685,1962,156.65133W,21.00798N,744132.6492,2324825.781,-9.1747,-9.458999634,-0.284299634
H08685,1962,156.65274W,21.00799N,743986.4364,2324823.964,-10.2747,-9.842999458,0.431700542
H08685,1962,156.66063W,21.00802N,743166.0222,2324815.362,-15.2747,-15.96000004,-0.685300038
H08685,1962,156.65166W,21.00803N,744098.4693,2324830.153,-9.7747,-9.847999573,-0.073299573
H08685,1962,156.65336W,21.00803N,743921.6888,2324827.554,-9.3747,-9.828999519,-0.454299519
H08685,1962,156.64929W,21.00812N,744344.6766,2324843.411,-2.9747,-2.987999201,-0.013299201
H08685,1962,156.65373W,21.00813N,743883.0504,2324838.063,-9.9747,-10.24099922,-0.266299222
H08685,1962,156.65700W,21.00814N,743543.0883,2324834.735,-6.4747,-6.513999462,-0.039299462
H08685,1962,156.65873W,21.00818N,743362.8087,2324836.743,-14.1747,-14.34999943,-0.175299428
H08685,1962,156.65907W,21.00820N,743327.2269,2324837.44,-14.4747,-15.05799961,-0.583299611
H08685,1962,156.65148W,21.00822N,744117.1817,2324852.027,-10.4747,-10.28999996,0.184700038
H08685,1962,156.65811W,21.00827N,743427.0458,2324846.657,-11.3747,-12.09799957,-0.723299573
H08685,1962,156.66062W,21.00827N,743166.2439,2324842.835,-15.5747,-16.57900047,-1.004300473
H08685,1962,156.64915W,21.00828N,744359.1773,2324861.679,-2.4747,-2.6439991,-0.1692991
H08685,1962,156.65126W,21.00831N,744139.6072,2324861.883,-6.9747,-6.853999138,0.120700862
H08685,1962,156.65781W,21.00832N,743457.849,2324852.647,-8.6747,-10.69399929,-2.019299291
H08685,1962,156.66282W,21.00834N,742937.3491,2324847.792,-17.7747,-18.26000023,-0.485300229
H08685,1962,156.66320W,21.00838N,742897.3514,2324851.748,-18.3747,-18.66900063,-0.294300626
H08685,1962,156.65059W,21.00840N,744208.8176,2324873.091,-6.4747,-6.551999569,-0.077299569
H08685,1962,156.65508W,21.00840N,743741.6975,2324866.559,-7.7747,-8.197999001,-0.423299001
H08685,1962,156.65346W,21.00846N,743909.96,2324875.455,-11.3747,-11.26900005,0.105699947
H08685,1962,156.65128W,21.00848N,744137.0442,2324880.565,-7.5747,-6.965999603,0.608700397
H08685,1962,156.65857W,21.00857N,743378.9241,2324879.735,-14.6747,-15.18799973,-0.513299725
H08685,1962,156.64880W,21.00861N,744394.4098,2324898.861,-2.7747,-2.599999189,0.174700811
H08685,1962,156.67145W,20.99246N,742065.7771,2323075.786,-4.2747,-4.218999386,0.055700614
H08685,1962,156.67111W,20.99249N,742100.6657,2323080.061,-3.7747,-3.922999144,-0.148299144
H08685,1962,156.67062W,20.99249N,742151.8296,2323081.028,-4.9747,-4.878999233,0.095700767
H08685,1962,156.67406W,20.99250N,741793.8581,2323076.48,-7.9747,-7.18999958,0.78470042
H08685,1962,156.67335W,20.99257N,741867.1728,2323084.968,-5.9747,-6.309999466,-0.335299466
H08685,1962,156.67365W,20.99264N,741836.0653,2323092.49,-7.1747,-7.168999195,0.005700805
H08685,1962,156.66993W,20.99265N,742223.4455,2323099.019,-4.9747,-4.418999195,0.555700805
H08685,1962,156.67048W,20.99281N,742165.4569,2323116.671,-5.5747,-5.463999271,0.110700729
H08685,1962,156.67395W,20.99300N,741804.081,2323131.678,-8.0747,-7.68999958,0.38470042
H08685,1962,156.67015W,20.99307N,742199.6767,2323145.415,-3.5747,-3.989999294,-0.415299294
H08685,1962,156.67414W,20.99318N,741784.4505,2323151.109,-7.5747,-8.107999802,-0.533299802
H08685,1962,156.67140W,20.99333N,742069.5783,2323171.875,-6.6747,-6.35299921,0.32170079
H08685,1962,156.67184W,20.99347N,742023.3823,2323186.93,-5.9747,-6.229999542,-0.255299542
H08685,1962,156.67048W,20.99359N,742164.2013,2323202.828,-5.7747,-6.327999115,-0.553299115
H08685,1962,156.67142W,20.99362N,742067.1232,2323204.736,-6.6747,-6.827999592,-0.153299592
H08685,1962,156.67177W,20.99368N,742030.6337,2323210.407,-6.9747,-6.921999455,0.052700546
H08685,1962,156.67392W,20.99369N,741806.3896,2323208.915,-8.0747,-7.93999958,0.13470042
H08685,1962,156.66960W,20.99379N,742256.017,2323226.541,-3.8747,-1.456999063,2.417700937
H08685,1962,156.64125W,21.01469N,745170.1977,2325584.096,-11.3747,-12.19799995,-0.823299954
H08685,1962,156.64665W,21.01472N,744608.3196,2325579.24,-17.4747,-17.30900002,0.165699985
H08685,1962,156.63861W,21.01474N,745443.9106,2325593.459,-5.9747,-6.067999363,-0.093299363
H08685,1962,156.64145W,21.01482N,745148.3596,2325597.952,-11.7747,-12.52999973,-0.755299733
H08685,1962,156.64715W,21.01483N,744556.1594,2325589.88,-18.7747,-18.23099899,0.543701007
H08685,1962,156.64697W,21.01492N,744575.1342,2325600.904,-17.9747,-18.38899994,-0.414299939
H08685,1962,156.63986W,21.01493N,745313.9291,2325612.693,-9.9747,-11.06299973,-1.088299725
H08685,1962,156.64077W,21.01494N,745219.4966,2325612.295,-11.9747,-13.11999989,-1.145299886
H08685,1962,156.64578W,21.01500N,744698.5366,2325611.584,-16.6747,-17.38999939,-0.71529939
H08685,1962,156.63886W,21.01505N,745418.029,2325627.525,-2.2747,-5.161999226,-2.887299226
H08685,1962,156.63943W,21.01511N,745358.1431,2325633.064,-2.2747,-2.159999132,0.114700868
H08685,1962,156.64537W,21.01513N,744740.2414,2325625.824,-16.8747,-17.46899986,-0.594299863
H08685,1962,156.64169W,21.01517N,745123.7618,2325636.689,-12.6747,-13.58799934,-0.913299344
H08685,1962,156.63915W,21.01519N,745386.923,2325642.129,-3.5747,-2.318999052,1.255700948
H08685,1962,156.65562W,21.00864N,743685.8915,2324891.659,-8.2747,-8.369999886,-0.095299886
H08685,1962,156.64779W,21.01534N,744489.1919,2325645.495,-19.9747,-20.42000008,-0.445300076
H08685,1962,156.64104W,21.01521N,745190.4559,2325641.995,-11.9747,-13.84200001,-1.867300008
H08685,1962,156.63982W,21.01538N,745317.555,2325662.925,-3.5747,-2.978999138,0.595700862
H08685,1962,156.64681W,21.01539N,744590.4944,2325652.526,-18.5747,-19.30900002,-0.734300015
H08685,1962,156.64082W,21.01542N,745212.8881,2325665.366,-12.6747,-13.07899952,-0.404299519
H08685,1962,156.64035W,21.01549N,745261.8507,2325674.064,-4.6747,-4.149999142,0.524700858
H08685,1962,156.63940W,21.01550N,745360.6175,2325676.743,-2.2747,-2.279999256,-0.005299256
H08685,1962,156.63996W,21.01550N,745303.2183,2325675.894,-3.5747,-2.8089993,0.7657007
H08685,1962,156.64535W,21.01557N,744742.1208,2325674.699,-17.7747,-17.73399925,0.040700748
H08685,1962,156.63929W,21.01564N,745372.2474,2325692.09,-1.8747,-1.448999166,0.425700834
H08685,1962,156.64625W,21.01570N,744648.3265,2325687.495,-19.2747,-18.87400055,0.400699451
H08685,1962,156.64454W,21.01575N,744825.943,2325696.317,-16.5747,-16.77799988,-0.203299878
H08685,1962,156.64094W,21.01575N,745199.9691,2325702.06,-12.1747,-10.27299976,1.901700237
H08685,1962,156.64190W,21.01577N,745100.8497,2325702.147,-13.7747,-14.22999954,-0.455299542
H08685,1962,156.67007W,20.99429N,742206.1263,2323280.974,-5.5747,-4.843999386,0.730700614
H08685,1962,156.67141W,20.99437N,742066.1212,2323287.795,-7.3747,-7.226999283,0.147700717
H08685,1962,156.66994W,20.99457N,742218.6819,2323311.617,-4.9747,-4.60999918,0.36470082
H08685,1962,156.67137W,20.99466N,742070.6516,2323319.54,-5.7747,-6.077999115,-0.303299115
H08685,1962,156.66853W,20.99480N,742365.3621,2323339.232,-1.5747,-2.638999224,-1.064299224
H08685,1962,156.67086W,20.99480N,742123.5696,2323335.707,-5.9747,-6.500999451,-0.526299451
H08685,1962,156.67112W,20.99495N,742095.2485,2323351.909,-5.1747,-6.491999149,-1.317299149
H08685,1962,156.67127W,20.99495N,742080.273,2323351.691,-6.8747,-6.149999142,0.724700858
H08685,1962,156.67154W,21.00269N,742040.018,2324208.312,-16.1747,-16.73500061,-0.56030061
H08685,1962,156.67002W,21.00270N,742197.7549,2324211.83,-13.7747,-14.19699955,-0.42229955
H08685,1962,156.67106W,21.00270N,742089.0711,2324211.131,-15.7747,-16.40500069,-0.630300687
H08685,1962,156.67342W,21.00279N,741843.4046,2324217.41,-19.6747,-20.10000038,-0.425300382
H08685,1962,156.66883W,21.00292N,742321.5569,2324238.558,-5.9747,-7.533999443,-1.559299443
H08685,1962,156.66884W,21.00293N,742319.8882,2324238.866,-5.9747,-7.533999443,-1.559299443
H08685,1962,156.66897W,21.00293N,742306.8813,2324239.23,-7.7747,-8.369999886,-0.595299886
H08685,1962,156.66978W,21.00296N,742221.8753,2324241.091,-13.5747,-14.56899929,-0.994299291
H08685,1962,156.67220W,21.00299N,741970.4741,2324241.192,-17.7747,-18.4489994,-0.674299405
H08685,1962,156.66810W,21.00300N,742396.5174,2324247.959,-10.8747,-11.5909996,-0.716299603
H08685,1962,156.66936W,21.00300N,742265.6965,2324246.05,-13.0747,-13.96000004,-0.885300038
H08685,1962,156.67181W,21.00301N,742010.5791,2324244.214,-16.8747,-17.29999924,-0.425299237
H08685,1962,156.66907W,21.00313N,742295.2312,2324260.659,-13.5747,-8.148999214,5.425700786
H08685,1962,156.67022W,21.00315N,742175.918,2324261.356,-15.4747,-16.02400017,-0.549300168
H08685,1962,156.67146W,21.00319N,742047.0103,2324263.796,-17.4747,-18.09300041,-0.618300412
H08685,1962,156.66929W,21.00321N,742272.843,2324269.526,-9.5747,-10.96999931,-1.395299313
